company_id,name
6674b19e-00dc-4dad-8048-ebfc1273f51c,Verizon Patent and Licensing Inc.
9465b270-c3ed-40b1-b071-e72bed4dcf70,Microelectronics Center of N.C.
07e062b3-9b95-4aa3-afb0-91c89eb8e783,SmithKline Beecham Limited
b4894f4c-5c61-45d4-98ac-3a874714ec33,Boehringer Ingelheim International GmbH
370d658c-e589-496d-8793-46b7b1859c0a,Hitachi Shipbuilding & Engineering Company Limited
ce1f1c1d-4b3f-4b72-9880-dee092bbe83e,"NIKE, Inc."
284de0c9-c429-4818-bde8-0196f724397e,"SWIFT BIOSCIENCES, INC."
07f1cf0f-7f26-4c64-8512-922daf1c24be,"Wave Neuroscience, Inc."
79db93fa-114a-490d-9dfb-499e6bbb0ceb,"Fujisawa Pharmaceutical Co., Ltd."
23f13a12-f693-4134-b8ed-b4d86015535f,Pulmonx Corporation
1cad3022-29d3-4c30-b58a-111ac21f2763,"ASAHI KASEI KOGYO CO., LTD."
0fdd1879-3524-404a-a134-698cc28d9005,BEIJING TRANSTREAMS TECHNOLOGY CO. LTD.
f55dadd3-64a6-4871-9fbd-ce6d279338ce,"Medtronic ATS Medical, Inc."
9ee4d02f-8816-4e00-b272-5bd63f96af1d,Xeikon N.V.
47eb57cf-d1e3-423f-b1f4-964131918808,UNIVERSITY OF PITTSBURGH
6b453669-92f6-4e50-b776-7fc647cc5bb5,Acushnet Company
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
04e4f5d6-4bc3-4cd6-8b72-20fc5f526605,Aventis Pharma Deutschland GmbH
571cf584-3150-4562-9ba0-01f7c939ea57,NATIONAL UNIVERSITY CORPORATION NAGOYA INSTITUTE OF TECHNOLOGY
e6d33f4d-94b8-4bc9-a175-436fcc670c8f,"Caterpillar of Australia Pty, Ltd."
55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
89fbe7cd-cd49-4a8f-9515-505244ff9dc9,BERNARD MCCARTNEY LIMITED
2df4a118-61c3-40d0-a71f-0ca823ecdadf,Marrel
71062fa2-76ad-4670-a47a-49ec693ff334,"HybriGene, Inc."
6df98757-d4de-4e1f-ba5d-f06162e698d7,Seiko Epson K.K.
2a39522e-0cbb-48c2-b529-9938f0cc091c,"North Safety Products, Inc."
77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD."
22c32856-07eb-4897-b49a-9a7d849d37a9,KROHNE Messtechnik GmbH
cf55e52c-1d60-4f26-a268-691c8d445155,"White Consolidated Industries, Inc."
37fa9ea3-fc60-4fa8-8f92-b3307889a502,Motorola Mobility LLC
d741637e-71a6-4101-a7db-0c2ba20a2958,The Boeing Company
6d3e7ebb-14b2-4b1a-9fbe-e315351652a3,Harry Winston SA
e5682fb1-1eb8-49cc-96cf-587d23b18336,INTUIT INC.
246ab72d-6aae-4951-88f0-6d3f5a61466c,Arizona Board of Regents on Behalf of the University of Arizona
cbc31957-5625-4c60-be87-a8918629bba8,Texas Instruments Incorporated
a0c19632-dfeb-4fcc-b84e-fb753d31c71e,"Freeescale Semiconductor, Inc."
f27b4973-5df6-45f2-a6df-f3b349afdb41,"SIEMENS ENERGY, INC."
f2a26395-4a60-481e-8ba1-d8e39714ae3b,"Zoox, Inc."
34719a1c-9526-4b22-9fc9-188eec30b8d1,Scientific Learning Corporation
42035bbe-dbc1-4b21-862c-3174f0540579,INVISTA North America S.a.r.l.
05e77afa-1a64-4f79-9cd7-229eb607d226,COMELZ S.P.A.
3c852eea-f81a-4345-87de-f4907e57309f,Pameda N.V.
aee0ba5d-6f10-434d-8581-a33f9eec7cc7,RAYTHEON TECHNOLOGIES CORPORATION
ee0f2b5d-c5f8-4ef5-b83c-626720348af4,Internet Crimes Group Inc.
b28b07de-8047-446d-bc2f-d4e5c8299871,Baxter International Inc.
8065a93f-941f-4147-a87b-fc6573108bc6,FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG E.V.
f1a0073e-d9c5-4d67-bfb2-84cfeb333c33,"TECNOCAP, LLC"
38cff6e0-fc52-4faf-9fa9-b72912600dee,Apple Inc.
5f65e24b-7dd2-419d-84a0-764aa996a9b7,"Pegasus Sewing Machine Mfg. Co., Ltd."
92f6eb86-cf74-44bb-a2bf-33d99bfd22e9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP., LTD."
0a5f394e-73fe-49a8-bdb5-2c16460de371,"Hefei Xinsheng Optoelectronics Technology Co., Ltd."
f624431a-409e-43c6-a3f2-a19aa218f8e1,"MCNEIL & NRM, INC."
a650101f-17d9-4a7d-85bb-3783b9b762b4,"Juniper Networks, Inc."
2b541236-b993-4b49-8d24-face1629da72,AISIN SEIKI KABUSHIKI KAISHA
9034d40d-4392-477e-a7fd-fb08343ad19e,"Mobiline, Inc."
6e51fd6f-3c34-4ba4-9547-3ccb81c7cf3c,"CIVCO Medical Instruments Co., Inc."
0f4139b9-4113-4ca4-a7e6-c2a9199881cf,SHARP KABUSHIKI KAISHA
df2eff94-0fd9-4ef8-b2a6-9eea94b98021,"Foshan hashone Technology Co., Ltd."
5741c285-fd99-470e-9959-5f63d9c15e43,Dora DiCamillo 1988 Trust
239cd739-4a6b-4af9-a3ab-e59ca4670373,"QUALCOMM MEMS Technologies, Inc."
b18780b7-6153-4d6b-aff5-1e3ce9db16b3,ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY
a6aa2420-2c86-4b47-bc90-5f33fcc82662,Discovision Associates
5eadbc7e-df81-4be0-a2d9-0deac70b22fe,TSINGHUA UNIVERSITY
ec209949-9ffb-49d2-9901-be6b467010f0,GROVE U.S. L.L.C.
9955eb40-8cd4-40cd-8f79-cc4be3f80065,ALCATEL
3f34558d-e9d3-4b77-9e87-c1f2757e95c3,"ALLIED CONSULTING, INC."
74f06c21-71a3-4c8c-9fb6-d0006e8b06b0,Dravo Corporation
3d1e7dc9-ff68-4a39-87a9-ce218983c150,SMC CORPORATION
662cedad-aa80-4be3-925c-8fd6f89cf879,"CAMERON HEALTH, INC."
b2c84743-6456-4661-b01f-95cce047e3b7,"Bristol Compressors, Inc."
ef68dcaf-728d-4ccb-81e9-46f1011b6a7c,Hiab AB
e3275ff7-65e8-4f76-bd4d-db7033d48bdb,The United States of America as represented by the Administrator of the National Aeronautics and Space Administration
1927cfe4-223b-4994-98a1-b60a906fa7b1,"Uber Technologies, Inc."
ae765db0-9934-4b43-ada9-8507e32e73fb,"Bell Sports, Inc."
2bf3c48c-7d35-44c7-90a2-1cbc3a51d35b,"AUTONETWORKS TECHNOLOGIES, LTD."
13a2da2e-018f-4663-88ac-eabcea75cef4,Hilti Aktiengesellschaft
d307a6b0-2603-45cb-b6c8-d425c2d42897,"SUMMIT ESP, LLC"
37cdaf50-125e-4031-8cff-31e1afdd3708,SIGNIFY HOLDING B.V.
9244c7f9-15ef-425e-9cfc-ec74f95fa5ab,The Lubrizol Corporation
d60a5a14-65f8-483b-81a9-b7c0acd1a97c,"SUMITOMO ELECTRIC PRINTED CIRCUITS, INC."
d0a9ffb6-8649-48af-86f9-94a6e367acba,"Aruba Networks, Inc."
c225b866-c934-43b6-9f0a-0d206158dd5b,ROLLS-ROYCE plc
5806c33e-072e-4d36-8a5c-27799c95182e,SERDI - Societe d'Etudes de Realisation et de Diffusion Industrielles
2106b8ad-5628-4e08-9794-51541bd654e9,SYMBOLICS INC.
0ad88a86-93d1-4b5a-a380-16c10fee4a20,"WESTERN DIGITAL TECHNOLOGIES, INC."
20041284-f1d4-48a9-8506-81aeee043816,Fresenius Medical Care Deutschland GmbH
2d6cb8c6-ba0a-460f-ad8f-bb288feb86b1,"GourdCraft Originals, Inc."
df7bdbbb-e040-4711-8d8d-f5adc17333c5,DANFOSS SILICON POWER GMBH
e4388fd5-f73f-4eb9-a7be-c95f7f319b27,The Scripps Research Institute
b3835454-7beb-44a0-b803-ef6220ad8bd3,Celanese GmbH
3e45abe4-566a-48ab-b06e-9a96a4332bca,Cellco Partnership
d9280b60-bba1-4e3b-897b-2e2f2d330530,Clipsal Australia Pty Ltd
4f87fefb-2763-4236-ab35-57bee381a0fd,SHELL OIL COMPANY
913a6607-befa-4351-a7e9-04c333076837,Chandon Prasad
ea9b3e84-48ba-47ec-8903-1e151eab97c6,Merck Patent GmbH
d530b05a-2539-4dbe-aa54-027b4ab9be0b,"Microsoft Technology Licensing, LLC"
0b495ab6-5c84-4f81-92ac-ad125bb8ebe7,LUTZ MEDICAL ENGINEERING
87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA
69ae7c5e-8acc-4d53-827b-824966e49310,"OMEGA PATENTS, L.L.C."
7f58ad37-0796-4425-b1fa-c6f04b1a34df,"Micrel, Inc."
9248da6c-2d8f-4910-80f3-376db7907098,"CHIA TAI TIANQING PHARMACEUTICAL GROUP CO., LTD."
4c004b5b-3788-424f-8ff0-b34cb5466897,TRW VEHICLE SAFETY SYSTEMS INC.
54b9ac48-b460-4416-8a20-f58aed1240d5,Nokia
66c4c20e-39aa-4e63-bfaa-0079f2b836b5,Valeo Vision
6655016a-dc0c-46d6-930b-e02eb2ff70d4,Commissariat à l'Energie Atomique et aux Energies Alternatives
bda47ad5-fd60-4a4a-a69a-1d4eb607f2a2,The United States of America as represented by the Secretary of the Army
bc7b758e-48ed-4852-9321-d01dc9392c5e,"CITIC Dicastal CO., LTD"
77c82e2b-15d1-4526-a561-2019b9f7cf5c,"BEIJING SUMMER SPROUT TECHNOLOGY CO., LTD."
4e01b9e0-097d-45fa-9fb2-0e8a88782ed9,Scientific Components Corporation
63e61fea-c8ad-4b10-8d92-b6c43f340ba2,Acer Incorporated
f77f5297-06be-4d3b-ae57-53fc28ee208a,BlackBerry Limited
5966fe14-32bb-4330-8424-4a69088ca54e,"DMG MORI CO., LTD."
4b36f99b-3fab-420f-b34d-45c8a1e26895,Daimler-Benz AG
0ed3b5da-e166-4ce8-bb57-768914cc7e2e,"Halliburton Energy Services, Inc."
dffc7267-f6fc-464b-92fd-67c75ae89ac6,Altera Corporation
5b0b2179-927c-48dd-a8ee-211adb1d7e7a,"RICOH COMPANY, LTD."
420f64c0-3c18-4aa0-9a7a-ce568a7e6e50,"UATC, LLC"
dd166925-662b-4918-aa44-1e02eb164abc,"Respironics, Inc."
c6c2a3ce-cff7-48d2-abb7-96e1c74344e9,Sensity Systems Inc.
6d51c290-2ed0-4fc3-be8e-ec42e0b5533b,"Spectrum Diversified Designs, LLC"
1548fb30-bae7-4aba-80da-e3dcf01b390b,Brother Kogyo Kabushiki Kaisha
bd7d07d9-6a1f-4854-a648-789406fcc256,"Adams Industries, Inc."
a128364a-2607-435a-ac02-af81954d3188,Behr-Industrieanlagen GmbH & Co.
fe3799e9-e38b-4e2e-93b7-8bc00e3a7e7f,"Niles Parts Co., Ltd."
c7333c05-4c8c-4662-b547-6ff763f3957c,Arlanxeo Deutschland GmbH
9969cf17-cd9f-4900-9ffc-5c4ec8a2f9df,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
92c45556-09ba-490f-ae38-bc604af7ba64,Teknowledge Corporation
28a9ec91-b7dc-4fcc-b94a-e81ee60485f4,Maschinenfabrik Friese GmbH & Co. Kg.
118565fb-5037-4fb5-b31c-a1c6e7674c02,KONINKLIJKE PHILIPS N.V.
59791b01-36c9-43c2-b0aa-3029e5301c8f,"Sonosean, Inc."
1da3c356-9c3c-4035-9d3d-e41d86b133e6,IO-Mega Holding Corporation
2ac33ec4-c101-4e73-b369-d7c5ed681514,Pilkington Group Limited
3d188b7d-786d-486a-b79a-dce7f9ae5d70,STRATTEC SECURITY CORPORATION
5b5d33ea-6f6d-44e1-be21-8e4dd896687b,NIKON CORPORATION
b9f83098-d7ae-45a1-b2a8-918e8e75fff5,Savage Designers Inc.
7ea70a67-6206-4af3-8f7a-4105e027cd3e,Arteva North America S.A.R.L.
2cf1ad06-2874-48a5-87e0-5c3d46d2497c,"DATANG MOBILE COMMUNICATIONS EQUIPMENT CO., LTD."
05c1d5fb-b70d-47f9-a8b0-5abf6937f13e,Olympus Medical Systems Corp.
f2066fa2-be87-440f-ac7b-5c10d5c92b87,"Pro Engineering and Manufacturing, Inc."
ad14cbd6-f72d-4b33-afa9-89031231712b,Daimler Truck AG
e3700cb1-4dd1-4bc1-ab64-1df1d6c7d78f,Siemens Mobility Austria GmbH
e9b357a7-5c15-46b7-9824-434ae8ea3be6,"Rubber Millers, Inc."
9859ff7c-2156-4307-b4c0-7ecd44cb8b56,The University of Warwick
36dd9f84-cc45-4d18-8708-4a2a32e05fda,Winged Systems Corporation
0a2fce4e-7b2e-453a-93f2-4e18e36f0171,Nippon Sanso Corporation
d79a06a7-fbdc-4bbe-b42b-acf5f1c90544,SOLVAY SPECIALTY POLYMERS ITALY S.P.A.
17b756b2-5243-4284-9053-957d4df02f9a,DEERE & COMPANY
e967dc12-138b-4a73-af81-9fba4a1e509e,"The Ferrite Company, Inc."
e0e624a8-c10a-4fb1-ae98-b9605a0867e3,"Lutron Electronics Co., Inc."
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
46e4851a-a7fd-43cc-a788-24608479a620,CITY OF HOPE
5a178241-2d1a-4449-a462-a07074dffdc0,ABB Schweiz AG
d853ee6e-d1e9-4a9d-9271-051e09adeade,W. Hegenscheidt Gesellschaft mbH
fd20e652-0534-4ae9-ae76-c6a8bf1f88b6,Arjo Limited
bd831b3e-a847-4b81-a4b5-f7e3d383b123,"Rockwell Collins, Inc."
04629b0b-4299-4d54-8705-6babda9e5b41,Avery Dennison Corporation
ba8e9609-b84c-46ff-95f5-0e90d51e46ef,Power Flame Incorporated
c65833cd-8a68-4df4-8793-4a4015907fc2,Dee Luxe Sportartikel Handels GmbH
877b4262-7552-45e3-adc3-c484b3095cf3,SEIKO EPSON CORPORATION
a39d8608-b485-41fb-ae68-dc4e0b37f04c,"Canon Information Systems, Inc."
7dfcf143-250a-4a80-b2fd-1a8d5e69c3e8,Thomson Licensing
8d755b28-d87c-4a6b-a8bd-650e9dd07266,National Instruments Corporation
59ea5e97-d3f0-40e1-99f0-4940d90a2582,HSP Hochspannungsgeräte GmbH
a9863378-537e-4ed8-9579-efdf71777f88,"Bell Telephone Laboratories, Inc."
dedbfb2c-6026-45a8-8564-2667ddf6eb0a,Caterpillar Paving Products Inc.
03616318-9999-443f-95e1-779f150fba6f,TOYO ENGINEERING CORPORATION
67c9606b-94c0-4992-93e2-8f2b69aafd0c,RCA Corporation
f24f77c5-cae3-4b49-94f5-be2daa3a826a,Automobile Citroën
ac70c7f5-ee2a-43db-93f1-8749459cb256,Microsaic Systems PLC
f1f8227b-dccb-4146-9a4f-bb1b2f000da9,"Leon Plastics, Inc."
2585cc74-0b51-4fbc-bf82-b46cd26b418c,Texas First Industrial Corp
db4091cb-5f77-4853-b60b-1efd1be6dfd0,Epic Products International Corp.
08608271-dbbb-4458-8d92-58a6d5a14970,NIPPON STEEL CORPORATION
4806af30-3204-4754-9e21-7baba415e72b,"IPAR, LLC"
f680850b-028b-4e0b-9be3-8f5bc05a3b32,"People.ai, Inc."
369aeecf-4136-4a02-b56b-97a5fdcf92f3,"ZENA TECHNOLOGIES, INC."
1029b0d4-e807-4912-ba51-70f3c36fce6f,GC Corporation
c3178cc4-8179-4f32-9927-ec4dfb08fb21,Dart Industries Inc.
d5c16d3b-fe6d-438f-a46a-eed9d9a6b3b1,"The Kansai Electric Power Co., Inc."
8dc1c606-5eb3-4d5f-a31f-70facaf27a0d,"SHEN ZHEN QUICK FIT PLASTIC CO., LTD."
2e7069c5-8db9-4454-9ab7-8528a1025348,Louis Vuitton Malletier
9164da9f-e98a-48dd-a604-07ce8b46e658,The Pullman Company LLC
c53767dc-e3c0-4c2f-a69f-f8df840bc25e,LEICA MICROSYSTEMS CMS GMBH
f2dcb78f-6579-4996-bef2-540fee5c39a5,FAURECIA Sièges d'Automobile
b101c164-9f26-42ef-b896-142d462b950d,Oxford Nanopore Technologies PLC
54207c35-5bfd-4173-8a76-d0aefeae10cb,Muhr und Bender KG
e5e6a2a0-7e0d-4860-bb93-af56be2e42e8,Thermagen SA
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
836f1f04-8cec-4d06-8d07-15457e3851a2,CRX LIMITED
83010327-def9-4232-a135-d50f644782ca,Department of Energy
347ded51-ce6b-4898-905d-7c242eeb062e,"PriMentia, Inc."
bed036ee-8365-4fce-97d6-97deaf38ebe6,"HON HAI PRECISION INDUSTRY CO., LTD."
b582461f-ae95-488d-a58e-645205f9a1ca,"MOTOROLA SOLUTIONS, INC."
03d3aa13-439a-435f-9534-511b80c6dc60,"LG ENERGY SOLUTION, LTD."
402e0326-0c08-46e5-b461-abf4cdc1f585,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC."
69a10d5a-b7d5-4de3-8ffb-1b8a92b69475,"Applied Materials, Inc."
8e14c487-822f-4f93-bac6-17da47259f40,"The United States of America, as represented by the Secretary of Agriculture"
5fc02289-cd98-4dbd-97a0-5b068fc09726,"International Fuel Cells, LLC"
c4552e6a-b0a7-4fbb-9f17-9d95ac1e1aa0,Cooper Technologies Company
dc22209a-d8ed-46cf-b826-fa11add8d01c,Hochtemperatur-Kernkraftwerk GmbH
8b92303c-859d-46e5-879e-47c61b4e44a4,FORDHAM UNIVERSITY
3e5e87fb-69ba-479c-ab49-dec1f680fd56,Ithaca Gun Company
d837dea0-577f-4a66-a03f-7c17a231c143,Envirovac Inc.
48b02ba8-fb29-479d-b27f-4b1521fd0b27,"DigiCert, Inc."
4f9b80c7-483b-4f62-aa60-270ffcaa94aa,"SUMITOMO CHEMICAL COMPANY, LIMITED"
ea96c059-5267-4b52-ac70-4cd0915c519e,Hyundai Motor Company
ec3b693d-0f8e-47f6-8cff-b6c76cd8fa8b,Gates Corporation
c83a5748-a479-4f62-ad59-e69742503cfa,BRIGHAM YOUNG UNIVERSITY
f09be588-68f7-44dc-b56d-f7af267c8117,L-3 COMMUNICATIONS CORPORATION
acc101cd-4188-450e-9936-cd457899a949,"Highpoint Systems, Inc."
45353ea0-1a88-4180-8f53-7c76e917edac,Oril S.A.
1fc7496f-d231-4517-8438-ce45104cb919,"Implus Footcare, LLC"
7224d9cc-5ccb-4684-9415-0b83cecbfd8c,"Unilever Home & Personal Care USA, Division of Conopco, Inc."
92ef7f22-f4bd-4d41-8ab8-fc0aa2fd87e5,GC Cell Corporation
77ffe173-c6f3-4c42-8e9d-aee5982f7ecb,"Rafida Developments, Inc."
74e2d4ec-0fb4-4138-831a-a1a68661b3f6,AceAge Inc.
0f82d3d1-f3a2-43ac-91ae-2be347ab5d92,AVINTIV Specialty Materials Inc.
30ee6723-4347-44b6-8a1b-15e9a19bb524,Sperry Marine Inc.
cb611b09-7b38-4e94-bbe5-e2abf0385bd3,CORNING INCORPORATED
693eb4c1-f449-4098-bbcc-68c489f6c1f9,The James Black Foundation Limited
94f20c3f-44fe-40b3-bc34-18dbadbbb0f0,"Hardscape Materials, Inc."
08dcb35e-70b2-4c84-b57c-02ad169716cc,Minnesota Mining and Manufacturing Company
84bef7e5-d24b-4045-ae16-03dc3baa7452,Laboratoire Roger Bellon
afac681f-6eea-428a-a64a-05a22a5ad5c5,P. R. Mallory & Co. Inc.
2aa10b23-82f9-4c7a-bdf3-ad650ab22219,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
b55fcd1a-c3df-413a-882e-6e44c6a791a7,Visa International Service Association
bc993c3e-1ffa-47b3-8e3b-019a16b6f7a6,Honeywell Bull Inc.
e20c86cb-aabe-431e-b826-beef4677fceb,WUHAN TEXTILE UNIVERSITY
17db0f8d-78c8-443c-8a9d-e402df66def0,"BOE Technology Group Co., Ltd."
a0a12915-2883-4a6b-9f1a-df28d30c5f83,Werzalit Pressholzwerk J. F. Werz Jr. KG
757433fd-d14c-4af1-99b7-55e993f68a45,"Nippondenso Co., Ltd."
6b8dba5d-ef31-464e-a758-793e720a1d81,Dy Star Textilfarben GmbH & Co.
fae453f8-04bb-4baa-bec5-f4c94546c596,"K Laser Technology, Inc."
6145eccf-2944-4bfc-8a82-e87bfce4d434,"PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD."
d6f138ea-5fbc-4de0-b58f-9080a787105f,BASF SE
d4da6eff-2052-4e79-99f3-97e3aa80b3ed,"Xilinx, Inc."
d67a2671-7ba2-4525-a2b4-c52e054ace9a,HAMILTON SUNDSTRAND CORPORATION
f3970ba5-41a6-41e8-b10f-42405f2eb1c0,The 25th Hour LLC
f00dc504-ee43-4609-8e10-ddeb3cc54266,"Sunrise Medical HHG, Inc."
2a3bba28-4094-46ad-aae1-0bb0b0249982,"Cree, Inc."
b79fd578-a265-4c68-8d75-11a8e41faf3d,"Varian Semiconductor Equipment Associates, Inc."
